"Complete Payment","Concluir Pagamento",""
"No results in {0}","Nenhum resultado em {0}",""
"No results for {0}","Nenhum resultado para {0}",""
"No items available","Nenhum item disponível",""
"{0}: {1} {2}","{0}: {1} {2}",""
"Nos","N°s",""
"Check availability in other warehouses","Verificar disponibilidade em outros depósitos",""
"Check Availability in All Wherehouses","Verificar Disponibilidade em Todos os Depósitos",""
"Selected","Selecionado",""
"Check warehouse availability","Verificar disponibilidade no depósito",""
"Loading more items...","Carregando mais itens...",""
"All items loaded","Todos os itens carregados",""
"{0} items found","{0} itens encontrados",""
"{0} - {1} of {2}","{0} - {1} de {2}",""
"Go to first page","Ir para primeira página",""
"Go to previous page","Ir para página anterior",""
"Go to page {0}","Ir para página {0}",""
"Go to next page","Ir para próxima página",""
"Go to last page","Ir para última página",""
"Code","Código",""
"Rate","Preço Unitário",""
"Qty","Quantidade",""
"UOM","UDM",""
"{0}: {1} Bundles","{0}: {1} Pacotes",""
"Auto-Add ON - Type or scan barcode","Adição Automática LIGADA - Digite ou escaneie o código de barras",""
"Scanner ON - Enable Auto for automatic addition","Leitor LIGADO - Habilite o Auto para adição automática",""
"Search by item code, name or scan barcode","Buscar por código, nome do item ou escanear código de barras",""
"Item Not Found: No item found with barcode: {0}","Item Não Encontrado: Nenhum item encontrado com código de barras: {0}",""
"Multiple Items Found: {0} items match barcode. Please refine search.","Múltiplos Itens Encontrados: {0} itens correspondem ao código. Por favor, refine a busca.",""
"Multiple Items Found: {0} items match. Please select one.","Múltiplos Itens Encontrados: {0} itens correspondem. Por favor, selecione um.",""
"Loading invoice details...","Carregando detalhes da fatura...",""
"Return Against:","Devolução Contra:",""
"Grand Total","Total Geral",""
"Taxes:","Impostos:",""
"Net Total:","Total Líquido:",""
"Discount:","Desconto:",""
"Grand Total:","Total Geral:",""
"Paid Amount:","Valor Pago:",""
"Outstanding:","Pendente:",""
"Remarks","Observações",""
"Failed to load invoice details","Falha ao carregar detalhes da fatura",""
"Warehouse Availability","Disponibilidade no Depósito",""
"Close dialog","Fechar diálogo",""
"Checking warehouse availability...","Verificando disponibilidade no depósito...",""
"Actual Stock:","Estoque Atual:",""
"This item is out of stock in all warehouses","Este item está esgotado em todos os depósitos",""
"Total Available:","Total Disponível:",""
"across 1 warehouse","em 1 depósito",""
"across {0} warehouses","em {0} depósitos",""
"Have a coupon code?","Tem um código de cupom?",""
"Enter your promotional or gift card code below","Insira seu código promocional ou de cartão-presente abaixo",""
"ENTER-CODE-HERE","INSIRA-O-CÓDIGO-AQUI",""
"Code is case-insensitive","O código não diferencia maiúsculas/minúsculas",""
"My Gift Cards ({0})","Meus Cartões-Presente ({0})",""
"Coupon Applied Successfully!","Cupom Aplicado com Sucesso!",""
"Discount Amount","Valor do Desconto",""
"Please enter a coupon code","Por favor, insira um código de cupom",""
"The coupon code you entered is not valid","O código de cupom inserido não é válido",""
"This coupon requires a minimum purchase of","Este cupom requer uma compra mínima de",""
"Failed to apply coupon. Please try again.","Falha ao aplicar cupom. Por favor, tente novamente.",""
"Discount has been removed","Desconto foi removido",""
"Search countries...","Buscar países...",""
"No countries found","Nenhum país encontrado",""
"Create New Customer","Criar Novo Cliente",""
"Customer Name","Nome do Cliente",""
"Enter customer name","Insira o nome do cliente",""
"Mobile Number","Número de Celular",""
"Search country or code...","Buscar país ou código...",""
"Enter phone number","Insira o número de telefone",""
"Enter email address","Insira o endereço de e-mail",""
"Customer Group","Grupo de Clientes",""
"Select Customer Group","Selecionar Grupo de Clientes",""
"Territory","Território",""
"Select Territory","Selecionar Território",""
"Permission Required","Permissão Necessária",""
"You don't have permission to create customers. Contact your administrator.","Você não tem permissão para criar clientes. Contate seu administrador.",""
"Individual","Individual",""
"All Territories","Todos os Territórios",""
"Customer {0} created successfully","Cliente {0} criado com sucesso",""
"Failed to create customer","Falha ao criar cliente",""
"Customer Name is required","O Nome do Cliente é obrigatório",""
"Promotion & Coupon Management","Gerenciamento de Promoções e Cupons",""
"Manage promotional schemes and coupons","Gerenciar esquemas promocionais e cupons",""
"Promotional Schemes","Esquemas Promocionais",""
"Coupons","Cupons",""
"Search promotions...","Buscar promoções...",""
"Active Only","Somente Ativas",""
"Expired Only","Somente Expiradas",""
"Not Started","Não Iniciadas",""
"Disabled Only","Somente Desabilitadas",""
"Create New Promotion","Criar Nova Promoção",""
"Create permission required","Permissão de criação necessária",""
"No promotions found","Nenhuma promoção encontrada",""
"Rule","Regra",""
"Scheme","Esquema",""
"{0} items","{0} itens",""
"No expiry","Sem validade",""
"Select a Promotion","Selecionar uma Promoção",""
"Choose a promotion from the list to view and edit, or create a new one to get started","Escolha uma promoção da lista para visualizar e editar, ou crie uma nova para começar",""
"You don't have permission to create promotions","Você não tem permissão para criar promoções",""
"Create New Promotion","Criar Nova Promoção",""
"Edit Promotion","Editar Promoção",""
"Pricing Rule","Regra de Preço",""
"Promotional Scheme","Esquema Promocional",""
"Fill in the details to create a new promotional scheme","Preencha os detalhes para criar um novo esquema promocional",""
"View pricing rule details (read-only)","Visualizar detalhes da regra de preço (somente leitura)",""
"Update the promotion details below","Atualize os detalhes da promoção abaixo",""
"Read-only: Edit in ERPNext","Somente leitura: Edite no ERPNext",""
"Enable","Habilitar",""
"Basic Information","Informações Básicas",""
"Promotion Name","Nome da Promoção",""
"e.g., Summer Sale 2025","Ex: Nova Promoção de Data Comemorativa",""
"Valid From","Válido A Partir De",""
"Valid Until","Válido Até",""
"Apply On","Aplicar Em",""
"Specific Items","Itens Específicos",""
"Item Groups","Grupos de Itens",""
"Brands","Marcas",""
"Entire Transaction","Transação Completa",""
"Select {0}","Selecionar {0}",""
"Required","Obrigatório",""
"Search items... (min 2 characters)","Buscar itens... (mín. 2 caracteres)",""
"Searching from {0} cached items","Buscando em {0} itens em cache",""
"Select Item Group","Selecione Grupo de Itens",""
"Select Brand","Selecione Marca",""
"Select Item","Selecione Item",""
"Select option","Selecione uma opção",""
"Search by name or code...","Buscar por nome ou código...",""
"No items found","Nenhum item encontrado",""
"Discount Details","Detalhes do Desconto",""
"Discount Type","Tipo de Desconto",""
"Discount (%)","Desconto (%)",""
"discount ({0})","desconto ({0})",""
"Free Item","Item Grátis",""
"Search item... (min 2 characters)","Buscar item... (mín. 2 caracteres)",""
"Free Quantity","Quantidade Grátis",""
"Minimum Quantity","Quantidade Mínima",""
"Maximum Quantity","Quantidade Máxima",""
"Minimum Amount ({0})","Valor Mínimo ({0})",""
"Maximum Amount ({0})","Valor Máximo ({0})",""
"Delete Promotion","Excluir Promoção",""
"Are you sure you want to delete <strong>""{0}""<strong>?","Tem certeza de que deseja excluir <strong>""{0}""<strong>?",""
"This will also delete all associated pricing rules. This action cannot be undone.","Isso também excluirá todas as regras de preço associadas. Esta ação não pode ser desfeita.",""
"Percentage","Porcentagem",""
"Fixed Amount","Valor Fixo",""
"Failed to load item groups","Falha ao carregar grupos de itens",""
"Failed to load brands","Falha ao carregar marcas",""
"Promotion created successfully","Promoção criada com sucesso",""
"Failed to create promotion","Falha ao criar promoção",""
"Promotion updated successfully","Promoção atualizada com sucesso",""
"Failed to update promotion","Falha ao atualizar promoção",""
"Promotion status updated successfully","Status da promoção atualizado com sucesso",""
"Failed to update promotion status","Falha ao atualizar status da promoção",""
"Promotion deleted successfully","Promoção excluída com sucesso",""
"Failed to delete promotion","Falha ao excluir promoção",""
"Failed to load promotion details","Falha ao carregar detalhes da promoção",""
"An error occurred","Ocorreu um erro",""
"Please enter a promotion name","Por favor, insira um nome para a promoção",""
"Promotion ""{0}"" already exists. Please use a different name.","A Promoção ""{0}"" já existe. Por favor, use um nome diferente.",""
"Please select at least one {0}","Por favor, selecione pelo menos um {0}",""
"Partially Paid ({0})","Parcialmente Pago ({0})",""
"Unpaid ({0})","Não Pago ({0})",""
"Overdue ({0})","Vencido ({0})",""
"Outstanding Payments","Pagamentos Pendentes",""
"{0} paid","{0} pago(s)",""
"No Unpaid Invoices","Nenhuma Fatura Não Paga",""
"All invoices are fully paid","Todas as faturas estão totalmente pagas",""
"No invoices found","Nenhuma fatura encontrada",""
"Date & Time","Data e Hora",""
"Paid Amount","Valor Pago",""
"No draft invoices","Nenhuma fatura rascunho",""
"Save invoices as drafts to continue later","Salve faturas como rascunho para continuar depois",""
"Customer: {0}","Cliente: {0}",""
"Delete draft","Excluir rascunho",""
"{0} item(s)","{0} item(s)",""
"+{0} more","+{0} mais",""
"No return invoices","Nenhuma fatura de devolução",""
"Return invoices will appear here","Faturas de devolução aparecerão aqui",""
"Against: {0}","Contra: {0}",""
"Drafts","Rascunhos",""
"Failed to load unpaid invoices","Falha ao carregar faturas não pagas",""
"Select Batch Numbers","Selecionar Números de Lote",""
"Select Serial Numbers","Selecionar Números de Série",""
"Select Batch Number","Selecionar Número de Lote",""
"Qty: {0}","Qtd: {0}",""
"Exp: {0}","Venc: {0}",""
"Select Serial Numbers ({0}/{1})","Selecionar Números de Série ({0}/{1})",""
"Warehouse: {0}","Depósito: {0}",""
"Or enter serial numbers manually (one per line)","Ou insira números de série manualmente (um por linha)",""
"Enter serial numbers...","Insira números de série...",""
"Change language: {0}","Mudar idioma: {0}",""
"<strong>{0}</strong> of <strong>{1}</strong> invoice(s)","<strong>{0}</strong> de <strong>{1}</strong> fatura(s)",""
"Clear all","Limpar tudo",""
"From Date","Data Inicial",""
"To Date","Data Final",""
"Save these filters as...","Salvar estes filtros como...",""
"Saved Filters","Filtros Salvos",""
"Partial","Parcial",""
"Delete ""{0}""?","Excluir ""{0}""?",""
"Install POSNext","Instalar POSNext",""
"Faster access and offline support","Acesso mais rápido e suporte offline",""
"Snooze for 7 days","Adiar por 7 dias",""
"Install","Instalar",""
"Close (shows again next session)","Fechar (mostra novamente na próxima sessão)",""
"Searching...","Buscando...",""
"No options available","Nenhuma opção disponível",""
"Clear selection","Limpar seleção",""
"Load more ({0} remaining)","Carregar mais ({0} restante)",""
"Search...","Buscar...",""
"Search coupons...","Buscar cupons...",""
"Expired","Expirado",""
"Exhausted","Esgotado",""
"All Types","Todos os Tipos",""
"POS Next","POS Next",""
"View items","Visualizar itens",""
"View cart","Visualizar carrinho",""
"View cart with {0} items","Visualizar carrinho com {0} itens",""
"Hr","H",""
"Min","Min",""
"Sec","Seg",""
"{0} paid of {1}","{0} pago de {1}",""
"Outstanding","Pendente",""
"Sales Persons","Vendedores",""
"Sales Person","Vendedor",""
"1 selected","1 selecionado",""
"Selected:","Selecionado:",""
"Total: {0}% (should be 100%)","Total: {0}% (deve ser 100%)",""
"Commission: {0}%","Comissão: {0}%",""
"Search to add sales persons","Buscar para adicionar vendedores",""
"Loading sales persons...","Carregando vendedores...",""
"No sales persons found","Nenhum vendedor encontrado",""
"Additional Discount","Desconto Adicional",""
"% Percent","% Porcentagem",""
"{0} Amount","Valor {0}",""
"Select payment method to add","Selecione o método de pagamento para adicionar",""
"Added","Adicionado",""
"Quick amounts for {0}","Valores rápidos para {0}",""
"Custom amount","Valor personalizado",""
"Payment Breakdown","Detalhamento do Pagamento",""
"Apply Credit","Aplicar Crédito",""
"Pay on Account","Pagar na Conta (a Prazo)",""
"Maximum allowed discount is {0}%","O desconto máximo permitido é {0}%",""
"Maximum allowed discount is {0}% ({1} {2})","O desconto máximo permitido é {0}% ({1} {2})",""
"Create new customer","Criar novo cliente",""
"Remove customer","Remover cliente",""
"Search or add customer...","Buscar ou adicionar cliente...",""
"Search customer in cart","Buscar cliente no carrinho",""
"Select items to start or choose a quick action","Selecione itens para começar ou escolha uma ação rápida",""
"View current shift details","Visualizar detalhes do turno atual",""
"View draft invoices","Visualizar faturas rascunho",""
"View invoice history","Visualizar histórico de faturas",""
"Process return invoice","Processar fatura de devolução",""
"Close current shift","Fechar turno atual",""
"{0} free item(s) included","{0} item(s) grátis incluído(s)",""
"+{0} FREE","+{0} GRÁTIS",""
"Remove {0}","Remover {0}",""
"Remove item","Remover item",""
"Decrease quantity","Diminuir quantidade",""
"Increase quantity","Aumentar quantidade",""
"Click to change unit","Clique para alterar a unidade",""
"Only one unit available","Apenas uma unidade disponível",""
"Total Quantity","Quantidade Total",""
"Proceed to payment","Prosseguir para pagamento",""
"Hold order as draft","Suspender pedido como rascunho",""
"Hold","Suspender",""
"Offers","Ofertas",""
"Coupon","Cupom",""
"Edit Item Details","Editar Detalhes do Item",""
"Edit item quantity, UOM, warehouse, and discount","Editar quantidade, UDM, depósito e desconto do item",""
"Default","Padrão",""
"Item Discount","Desconto do Item",""
"Percentage (%)","Porcentagem (%)",""
"Checking Stock...","Verificando Estoque...",""
"No Stock Available","Sem Estoque Disponível",""
"Update Item","Atualizar Item",""
"""{0}"" is not available in warehouse ""{1}"". Please select another warehouse.","""{0}"" não está disponível no depósito ""{1}"". Por favor, selecione outro depósito.",""
"Only {0} units of ""{1}"" available in ""{2}"". Current quantity: {3}","Apenas {0} unidades de ""{1}"" disponíveis em ""{2}"". Quantidade atual: {3}",""
"{0} units available in ""{1}""","{0} unidades disponíveis em ""{1}""",""
"Available Offers","Ofertas Disponíveis",""
"Loading offers...","Carregando ofertas...",""
"Applying offer...","Aplicando oferta...",""
"No offers available","Nenhuma oferta disponível",""
"Add items to your cart to see eligible offers","Adicione itens ao seu carrinho para ver as ofertas elegíveis",""
"APPLIED","APLICADO",""
"PRICING RULE","REGRA DE PREÇO",""
"PROMO SCHEME","ESQUEMA PROMOCIONAL",""
"{0}% OFF","{0}% DESCONTO",""
"{0} OFF","{0} DESCONTO",""
"Special Offer","Oferta Especial",""
"+ Free Item","+ Item Grátis",""
"Min Purchase","Compra Mínima",""
"Min Quantity","Quantidade Mínima",""
"Subtotal (before tax)","Subtotal (antes do imposto)",""
"Add {0} more to unlock","Adicione mais {0} para desbloquear",""
"Remove Offer","Remover Oferta",""
"Apply Offer","Aplicar Oferta",""
"Create Return Invoice","Criar Fatura de Devolução",""
"Select Invoice to Return","Selecionar Fatura para Devolução",""
"Search by invoice number or customer name...","Buscar por número da fatura ou nome do cliente...",""
"Search by invoice number or customer...","Buscar por número da fatura ou cliente...",""
"Process Return","Processar Devolução",""
"Select Items to Return","Selecionar Itens para Devolução",""
"⚠️ {0} already returned","⚠️ {0} já devolvido(s)",""
"Return Qty:","Qtd. Devolução:",""
"of {0}","de {0}",""
"No items available for return","Nenhum item disponível para devolução",""
"Refund Payment Methods","Métodos de Pagamento de Reembolso",""
"+ Add Payment","+ Adicionar Pagamento",""
"Select method...","Selecionar método...",""
"Select payment method...","Selecionar método de pagamento...",""
"Total Refund:","Total do Reembolso:",""
"Payment Total:","Total do Pagamento:",""
"⚠️ Payment total must equal refund amount","⚠️ O total do pagamento deve ser igual ao valor do reembolso",""
"Return Summary","Resumo da Devolução",""
"Items to Return:","Itens a Devolver:",""
"Refund Amount:","Valor do Reembolso:",""
"Enter reason for return (e.g., defective product, wrong item, customer request)...","Insira o motivo da devolução (ex: produto com defeito, item errado, solicitação do cliente)...",""
"{0} item(s) selected","{0} item(s) selecionado(s)",""
"Create Return","Criar Devolução",""
"OK","OK",""
"Invoice must be submitted to create a return","A fatura deve ser enviada para criar uma devolução",""
"Cannot create return against a return invoice","Não é possível criar devolução contra uma fatura de devolução",""
"All items from this invoice have already been returned","Todos os itens desta fatura já foram devolvidos",""
"Return against {0}","Devolução contra {0}",""
"Failed to create return invoice","Falha ao criar fatura de devolução",""
"Failed to load recent invoices","Falha ao carregar faturas recentes",""
"{0}: maximum {1}","{0}: máximo {1}",""
"Adjust return quantities before submitting.\n\n{0}","Ajuste as quantidades de devolução antes de enviar.\n\n{0}",""
"{0} Pending Invoice(s)","{0} Fatura(s) Pendente(s)",""
"These invoices will be submitted when you're back online","Estas faturas serão enviadas quando você voltar a ficar online",""
"Sync All","Sincronizar Tudo",""
"No pending offline invoices","Nenhuma fatura offline pendente",""
"Walk-in Customer","Cliente de Balcão",""
"{0} failed","{0} falhou",""
"Payments:","Pagamentos:",""
"Edit Invoice","Editar Fatura",""
"Are you sure you want to delete this offline invoice?","Tem certeza de que deseja excluir esta fatura offline?",""
"This action cannot be undone.","Esta ação não pode ser desfeita.",""
"Just now","Agora mesmo",""
"{0} minutes ago","Há {0} minutos",""
"{0} hours ago","Há {0} horas",""
"POS Settings","Configurações do PDV",""
"Save Changes","Salvar Alterações",""
"Loading settings...","Carregando configurações...",""
"Stock Management","Gestão de Estoque",""
"Configure warehouse and inventory settings","Configurar depósito e configurações de inventário",""
"Stock Controls","Controles de Estoque",""
"Warehouse Selection","Seleção de Depósito",""
"Loading warehouses...","Carregando depósitos...",""
"Active Warehouse","Depósito Ativo",""
"All stock operations will use this warehouse. Stock quantities will refresh after saving.","Todas as operações de estoque usarão este depósito. As quantidades de estoque serão atualizadas após salvar.",""
"Stock Validation Policy","Política de Validação de Estoque",""
"Allow Negative Stock","Permitir Estoque Negativo",""
"Enable selling items even when stock reaches zero or below. Integrates with ERPNext stock settings.","Habilita a venda de itens mesmo quando o estoque chega a zero ou abaixo. Integra-se com as configurações de estoque do ERPNext.",""
"Background Stock Sync","Sincronização de Estoque em Segundo Plano",""
"Enable Automatic Stock Sync","Habilitar Sincronização Automática de Estoque",""
"Periodically sync stock quantities from server in the background (runs in Web Worker)","Sincroniza periodicamente quantidades de estoque do servidor em segundo plano (executa em Web Worker)",""
"Sync Interval (seconds)","Intervalo de Sincronização (segundos)",""
"How often to check server for stock updates (minimum 10 seconds)","Com que frequência verificar o servidor para atualizações de estoque (mínimo 10 segundos)",""
"Warehouse not set","Depósito não definido",""
"Network Usage:","Uso da Rede:",""
"~15 KB per sync cycle","~15 KB por ciclo de sincronização",""
"~{0} MB per hour","~{0} MB por hora",""
"Sales Management","Gestão de Vendas",""
"Configure pricing, discounts, and sales operations","Configurar preços, descontos e operações de venda",""
"Sales Controls","Controles de Vendas",""
"Pricing & Discounts","Preços e Descontos",""
"Tax Inclusive","Imposto Incluso",""
"When enabled, displayed prices include tax. When disabled, tax is calculated separately. Changes apply immediately to your cart when you save.","Quando habilitado, os preços exibidos incluem imposto. Quando desabilitado, o imposto é calculado separadamente. As alterações se aplicam imediatamente ao seu carrinho ao salvar.",""
"Max Discount (%)","Desconto Máximo (%)",""
"Maximum discount per item","Desconto máximo por item",""
"Use Percentage Discount","Usar Desconto em Porcentagem",""
"Show discounts as percentages","Mostrar descontos como porcentagens",""
"Allow Additional Discount","Permitir Desconto Adicional",""
"Enable invoice-level discount","Habilitar desconto a nível de fatura",""
"Allow Item Discount","Permitir Desconto por Item",""
"Enable item-level discount in edit dialog","Habilitar desconto a nível de item no diálogo de edição",""
"Disable Rounded Total","Desabilitar Total Arredondado",""
"Show exact totals without rounding","Mostrar totais exatos sem arredondamento",""
"Sales Operations","Operações de Venda",""
"Allow Credit Sale","Permitir Venda a Crédito",""
"Enable sales on credit","Ativar Venda a Crédito",""
"Allow Return","Permitir Devolução de Compras",""
"Enable product returns","Ativar Devolução de Compras",""
"Allow Write Off Change","Permitir Baixa de Troco",""
"Write off small change amounts","Dar baixa em pequenos valores de troco",""
"Allow Partial Payment","Permitir Pagamento Parcial",""
"Enable partial payment for invoices","Habilitar pagamento parcial para faturas",""
"Print without confirmation","Imprimir sem confirmação",""
"No POS Profile Selected","Nenhum Perfil PDV Selecionado",""
"Please select a POS Profile to configure settings","Por favor, selecione um Perfil PDV para configurar as definições",""
"Failed to load settings","Falha ao carregar configurações",""
"POS Profile not found","Perfil PDV não encontrado",""
"Settings saved successfully","Configurações salvas com sucesso",""
"Settings saved, warehouse updated, and tax mode changed. Cart will be recalculated.","Configurações salvas, depósito atualizado e modo de imposto alterado. O carrinho será recalculado.",""
"Settings saved and warehouse updated. Reloading stock...","Configurações salvas e depósito atualizado. Recarregando estoque...",""
"Failed to save settings","Falha ao salvar configurações",""
"{0}s ago","Há {0}s",""
"{0}m ago","Há {0}m",""
"Sign in to POS Next","Acesse o POS Next",""
"Login Failed","Falha no Login",""
"Enter your username or email","Insira seu nome de usuário ou e-mail",""
"User ID / Email","ID de Usuário / E-mail",""
"Enter your password","Insira sua senha",""
"Hide password","Ocultar senha",""
"Show password","Mostrar senha",""
"Signing in...","Acessando...",""
"Clear all items","Limpar todos os itens",""
"View all available offers","Visualizar todas as ofertas disponíveis",""
"Apply coupon code","Aplicar código de cupom",""
"Create New Coupon","Criar Novo Cupom",""
"No coupons found","Nenhum cupom encontrado",""
"Gift","Presente",""
"Used: {0}/{1}","Usado: {0}/{1}",""
"Used: {0}","Usado: {0}",""
"Select a Coupon","Selecionar um Cupom",""
"Choose a coupon from the list to view and edit, or create a new one to get started","Escolha um cupom da lista para visualizar e editar, ou crie um novo para começar",""
"You don't have permission to create coupons","Você não tem permissão para criar cupons",""
"Coupon Details","Detalhes do Cupom",""
"Fill in the details to create a new coupon","Preencha os detalhes para criar um novo cupom",""
"View and update coupon information","Visualizar e atualizar informações do cupom",""
"Create","Criar",""
"Coupon Name","Nome do Cupom",""
"e.g., Summer Sale Coupon 2025","Ex: Cupom Venda de Verão 2025",""
"Coupon Type","Tipo de Cupom",""
"Promotional","Promocional",""
"Gift Card","Cartão-Presente",""
"Auto-generated if empty","Gerado automaticamente se vazio",""
"Generate","Gerar",""
"Customer ID or Name","ID ou Nome do Cliente",""
"Company","Empresa",""
"Discount Configuration","Configuração de Desconto",""
"Apply Discount On","Aplicar Desconto Em",""
"Net Total","Total Líquido",""
"e.g., 20","Ex: 20",""
"Amount in {0}","Valor em {0}",""
"Minimum Cart Amount","Valor Mínimo do Carrinho",""
"Optional minimum in {0}","Mínimo opcional em {0}",""
"Maximum Discount Amount","Valor Máximo de Desconto",""
"Optional cap in {0}","Limite opcional em {0}",""
"Current Discount:","Desconto Atual:",""
"{0}% off {1}","{0}% de desconto em {1}",""
"{0} off {1}","{0} de desconto em {1}",""
"(Min: {0})","(Mín: {0})",""
"(Max Discount: {0})","(Desconto Máx: {0})",""
"Validity & Usage","Validade e Uso",""
"Unlimited","Ilimitado",""
"Only One Use Per Customer","Apenas Um Uso Por Cliente",""
"Coupon Status & Info","Status e Informações do Cupom",""
"Current Status","Status Atual",""
"Created On","Criado Em",""
"Last Modified","Última Modificação",""
"Delete Coupon","Excluir Cupom",""
"-- No Campaign --","-- Nenhuma Campanha --",""
"Failed to load coupons","Falha ao carregar cupons",""
"Failed to load coupon details","Falha ao carregar detalhes do cupom",""
"Coupon created successfully","Cupom criado com sucesso",""
"Failed to create coupon","Falha ao criar cupom",""
"Coupon updated successfully","Cupom atualizado com sucesso",""
"Failed to update coupon","Falha ao atualizar cupom",""
"Coupon status updated successfully","Status do cupom atualizado com sucesso",""
"Failed to toggle coupon status","Falha ao alternar status do cupom",""
"Coupon deleted successfully","Cupom excluído com sucesso",""
"Failed to delete coupon","Falha ao excluir cupom",""
"Please enter a coupon name","Por favor, insira um nome para o cupom",""
"Please select a discount type","Por favor, selecione um tipo de desconto",""
"Please enter a valid discount percentage (1-100)","Por favor, insira uma porcentagem de desconto válida (1-100)",""
"Please enter a valid discount amount","Por favor, insira um valor de desconto válido",""
"Please select a customer for gift card","Por favor, selecione um cliente para o cartão-presente",""
