"Complete Payment","Concluir Pagamento",""
"Cannot delete coupon as it has been used {0} times","Não é possível excluir o cupom, pois ele foi usado {0} vezes",""
"Add to Cart","Adicionar ao Carrinho",""
"Warehouse","Depósito",""
"Search products...","Buscar produtos...",""
"Item Code","Código do Item",""
"Brand","Marca",""
"Transaction","Transação",""
"e.g., Summer Sale 2025","Ex: Venda de Verão 2025",""
"Pricing Rules","Regras de Preço",""
"Promo Schemes","Esquemas Promocionais",""
"Return Reason","Motivo da Devolução",""
"Settings saved. Tax mode is now ""inclusive"". Cart will be recalculated.","Configurações salvas. O modo de imposto agora é ""incluso"". O carrinho será recalculado.",""
"Settings saved. Tax mode is now ""exclusive"". Cart will be recalculated.","Configurações salvas. O modo de imposto agora é ""exclusivo"". O carrinho será recalculado.",""
"This will clear all cached items, customers, and stock data. Invoices and drafts will be preserved.","Isso limpará todos os itens, clientes e dados de estoque em cache. Faturas e rascunhos serão preservados.",""
"Clear All Data","Limpar Todos os Dados",""
"Clearing...","Limpando...",""
"Confirm Clear Cache","Confirmar Limpeza de Cache",""
"Manage Invoices","Gerenciar Faturas",""
"Outstanding","Pendente",""
"No Outstanding","Sem Pendências",""
"Pay Outstanding","Pagar Pendente",""
"View Outstanding","Visualizar Pendências",""
"Search invoices...","Buscar faturas...",""
"Invoice Management","Gerenciamento de Faturas",""
"All Invoices","Todas as Faturas",""
"Draft","Rascunho",""
"Return","Devolução",""
"Load More","Carregar Mais",""
"No more invoices","Sem mais faturas",""
"Failed to load invoices","Falha ao carregar faturas",""
"Apply Filter","Aplicar Filtro",""
"Reset Filter","Redefinir Filtro",""
"Filter by Status","Filtrar por Status",""
"Filter by Date","Filtrar por Data",""
"Show All","Mostrar Tudo",""
"Shift Details","Detalhes do Turno",""
"Shift ID","ID do Turno",""
"Cashier","Caixa",""
"Current Time","Hora Atual",""
"Cash Sales","Vendas em Dinheiro",""
"Card Sales","Vendas em Cartão",""
"Other Sales","Outras Vendas",""
"Total Transactions","Total de Transações",""
"Average Transaction","Transação Média",""
"Shift Summary","Resumo do Turno",""
"View Full Report","Visualizar Relatório Completo",""
"Print Report","Imprimir Relatório",""
"Export Data","Exportar Dados",""
"Quick Actions","Ações Rápidas",""
"New Sale","Nova Venda",""
"Returns","Devoluções",""
"Recent Activity","Atividade Recente",""
"No recent activity","Nenhuma atividade recente",""
"Show All Activity","Mostrar Toda Atividade",""
"Keyboard Shortcuts","Atalhos de Teclado",""
"Press F1 for help","Pressione F1 para ajuda",""
"Press Enter to search","Pressione Enter para buscar",""
"Press Esc to close","Pressione Esc para fechar",""
"Scanning...","Escaneando...",""
"Scan Complete","Escaneamento Concluído",""
"Scan Failed","Falha no Escaneamento",""
"Invalid Barcode","Código de Barras Inválido",""
"Item Scanned","Item Escaneado",""
"Multiple Results","Múltiplos Resultados",""
"Select Item","Selecionar Item",""
"Enter Quantity","Inserir Quantidade",""
"Set Price","Definir Preço",""
"Custom Price","Preço Personalizado",""
"Original Price","Preço Original",""
"New Price","Novo Preço",""
"Price Changed","Preço Alterado",""
"Discount Applied","Desconto Aplicado",""
"Offer Applied","Oferta Aplicada",""
"Coupon Applied","Cupom Aplicado",""
"Free Items Added","Itens Grátis Adicionados",""
"Bundle Items","Itens do Pacote",""
"View Bundle","Visualizar Pacote",""
"Expand Bundle","Expandir Pacote",""
"Collapse Bundle","Recolher Pacote",""
"Stock Warning","Aviso de Estoque",""
"Low Stock Warning","Aviso de Baixo Estoque",""
"Only {0} left in stock","Apenas {0} restantes em estoque",""
"Continue Anyway","Continuar Mesmo Assim",""
"Check Other Warehouses","Verificar Outros Depósitos",""
"Transfer Stock","Transferir Estoque",""
"Reserve Stock","Reservar Estoque",""
"Stock Reserved","Estoque Reservado",""
"Reservation Expired","Reserva Expirada",""
"Extend Reservation","Estender Reserva",""
"Release Reservation","Liberar Reserva",""
"Customer Account","Conta do Cliente",""
"Credit Limit","Limite de Crédito",""
"Available Credit","Crédito Disponível",""
"Credit Used","Crédito Utilizado",""
"Credit Exceeded","Crédito Excedido",""
"Requires Approval","Requer Aprovação",""
"Request Approval","Solicitar Aprovação",""
"Approval Pending","Aprovação Pendente",""
"Approved","Aprovado",""
"Rejected","Rejeitado",""
"Loyalty Points","Pontos de Fidelidade",""
"Points Balance","Saldo de Pontos",""
"Redeem Points","Resgatar Pontos",""
"Points to Redeem","Pontos para Resgate",""
"Points Value","Valor dos Pontos",""
"Points Earned","Pontos Ganhos",""
"Points Redeemed","Pontos Resgatados",""
"Split Payment","Pagamento Dividido",""
"Add Split","Adicionar Divisão",""
"Remove Split","Remover Divisão",""
"Split Amount","Valor da Divisão",""
"Remaining to Pay","Restante a Pagar",""
"Payment Complete","Pagamento Concluído",""
"Print Options","Opções de Impressão",""
"Print Preview","Visualização de Impressão",""
"Printer Settings","Configurações da Impressora",""
"Select Printer","Selecionar Impressora",""
"Default Printer","Impressora Padrão",""
"Paper Size","Tamanho do Papel",""
"Print Copies","Cópias de Impressão",""
"Include Logo","Incluir Logotipo",""
"Include QR Code","Incluir Código QR",""
"Include Barcode","Incluir Código de Barras",""
"Compact Mode","Modo Compacto",""
"Full Mode","Modo Completo",""
"Email Receipt","Enviar Comprovante por E-mail",""
"SMS Receipt","Enviar Comprovante por SMS",""
"WhatsApp Receipt","Enviar Comprovante por WhatsApp",""
"Receipt Sent","Comprovante Enviado",""
"Failed to Send","Falha ao Enviar",""
"Retry","Tentar Novamente",""
"Skip","Pular",""
"Done","Concluído",""
"Finish","Finalizar",""
"Complete Sale","Concluir Venda",""
"New Transaction","Nova Transação",""
"Continue Shopping","Continuar Comprando",""
"Start New Sale","Iniciar Nova Venda",""
"View Receipt","Visualizar Comprovante",""
"Download Receipt","Baixar Comprovante",""
"Share Receipt","Compartilhar Comprovante",""
"Copy Link","Copiar Link",""
"Link Copied","Link Copiado",""
"Invoice loaded to cart for editing","Fatura carregada no carrinho para edição",""
"Campaign","Campanha",""
"Referral Code","Código de Referência",""
"Times Used","Vezes Usado",""
"Maximum Use","Uso Máximo",""
"Are you sure you want to delete <strong>""{0}""<strong>?","Tem certeza que quer deletar <strong>""{0}""<strong>?",""
"Return Reason <span class=""text-gray-400"">(optional)</span>","Motivo da Devolução <span class=""text-gray-400"">(optional)</span>",""
"Return Reason &lt;span class=&quot;text-gray-400&quot;&gt;(optional)&lt;/span&gt;","Motivo da Devolução &lt;span class=&quot;text-gray-400&quot;&gt;(optional)&lt;/span&gt;",""
"<strong>Note:<strong> When enabled, the system will allow sales even when stock quantity is zero or negative. This is useful for handling stock sync delays or backorders. All transactions are tracked in the stock ledger.",,""
"<strong>Status:<strong> Running","<strong>Status:<strong> Em Execução",
"<strong>Status:<strong> Stopped","<strong>Status:<strong> Parado",""
"<strong>Items Tracked:<strong> {0}","<strong>Itens Rastre.:<strong> {0}",""
"<strong>Warehouse:<strong> {0}","<strong>Depósito:<strong> {0}",""
"<strong>Last Sync:<strong> {0}","<strong>Última Sinc.:<strong> {0}",""
"<strong>Last Sync:<strong> Never","<strong>Última Sinc.:<strong> Nunca",""
"Cart subtotal BEFORE tax - used for discount calculations","Subtotal do carrinho ANTES do imposto - usado para cálculos de desconto",""
"Draft invoice deleted","Fatura rascunho excluída",""
"Failed to delete draft invoice","Falha ao excluir fatura rascunho",""
"Search sales person...","Buscar vendedor...",""
"Item Group","Grupo de Itens",""
"Mobile","Celular",""
"Clear Cache?","Limpar Cache?",""
"Clearing Cache...","Limpando Cache...",""
"Please wait while we clear your cached data","Por favor, aguarde enquanto limpamos seus dados em cache",""
"<strong>Company:<strong>","<strong>Empresa:<strong>",""
"<strong>Opened:</strong> {0}","<strong>Aberto:</strong> {0}",""
"<strong>Opened:<strong>","<strong>Aberto:<strong>",""
"<strong>POS Profile:</strong> {0}","<strong>Perfil PDV:</strong> {0}",""
"<strong>POS Profile:<strong> {0}","<strong>Perfil PDV:<strong> {0}",""
"(FREE)","(GRÁTIS)",""
"Are you sure you want to sign out of POS Next?","Tem certeza de que deseja sair do POS Next?",""
"At least {0} items required","Pelo menos {0} itens necessários",""
"Create new customer: {0}","Criar novo cliente: {0}",""
"Creating return for invoice {0}","Criando devolução para a fatura {0}",""
"Enter actual amount for {0}","Insira o valor real para {0}",""
"Exception: {0}","Exceção: {0}",""
"Expected: <span class=""font-medium"">{0}</span>","Esperado: <span class=""font-medium"">{0}</span>",""
"From {0}","De {0}",""
"Invoice - {0}","Fatura - {0}",""
"Invoice ID: {0}","ID da Fatura: {0}",""
"Invoice {0} created and sent to printer","Fatura {0} criada e enviada para a impressora",""
"Invoice {0} created but print failed","Fatura {0} criada, mas a impressão falhou",""
"Invoice {0} created successfully","Fatura {0} criada com sucesso",""
"Invoice {0} created successfully!","Fatura {0} criada com sucesso!",""
"Item: {0}","Item: {0}",""
"Maximum cart value exceeded ({0})","Valor máximo do carrinho excedido ({0})",""
"Maximum {0} items allowed for this offer","Máximo de {0} itens permitido para esta oferta",""
"Message: {0}","Mensagem: {0}",""
"Minimum cart value of {0} required","Valor mínimo do carrinho de {0} necessário",""
"No pending invoices to sync","Nenhuma fatura pendente para sincronizar",""
"Opening Balance (Optional)","Saldo de Abertura (Opcional)",""
"Over {0}","Sobra de {0}",""
"POS Profile: {0}","Perfil PDV: {0}",""
"Promotion saved successfully","Promoção salva com sucesso",""
"Remove all {0} items from cart?","Remover todos os {0} itens do carrinho?",""
"Return invoice {0} created successfully","Fatura de devolução {0} criada com sucesso",""
"Search by email: {0}","Buscar por e-mail: {0}",""
"Search by phone: {0}","Buscar por telefone: {0}",""
"Shift Open","Turno Aberto",""
"Short {0}","Falta de {0}",""
"Sign in","Entrar",""
"Sign out","Sair",""
"Signing out...","Saindo...",""
"Status: {0}","Status: {0}",""
"Switched to {0}. Stock quantities refreshed.","Mudado para {0}. Quantidades de estoque atualizadas.",""
"Technical: {0}","Técnico: {0}",""
"Timestamp: {0}","Data e Hora: {0}",""
"Title: {0}","Título: {0}",""
"Total: {0}","Total: {0}",""
"Type: {0}","Tipo: {0}",""
"Unit changed to {0}","Unidade alterada para {0}",""
"Until {0}","Até {0}",""
"User: {0}","Usuário: {0}",""
"View cart with {0} items","Visualizar carrinho com {0} itens",""
"Warehouse updated but failed to reload stock. Please refresh manually.","Depósito atualizado, mas falha ao recarregar estoque. Por favor, atualize manualmente.",""
"Welcome to POS Next!","Bem-vindo(a) ao POS Next!",""
"You have an open shift. Would you like to resume it or close it and open a new one?","Você tem um turno aberto. Gostaria de retomá-lo ou fechá-lo e abrir um novo?",""
"Your cart doesn't meet the requirements for this offer.","Seu carrinho não atende aos requisitos desta oferta.",""
"{0} ({1}) added to cart","{0} ({1}) adicionado(s) ao carrinho",""
"{0} added to cart","{0} adicionado(s) ao carrinho",""
"{0} applied successfully","{0} aplicado com sucesso",""
"{0} created and selected","{0} criado e selecionado",""
"{0} invoice(s) failed to sync","{0} fatura(s) falhou(ram) ao sincronizar",""
"{0} invoice(s) synced successfully","{0} fatura(s) sincronizada(s) com sucesso",""
"{0} invoices","{0} faturas",""
"{0} selected","{0} selecionado(s)",""
"{0} settings applied immediately","Configurações de {0} aplicadas imediatamente",""
"{0} transactions • {1}","{0} transações • {1}",""
"{0} updated successfully","{0} atualizado com sucesso",""
"{0}h {1}m","{0}h {1}m",""
"{0}m","{0}m",""
"✓ Connection successful: {0}","✓ Conexão bem-sucedida: {0}",""
"✗ Connection failed: {0}","✗ Conexão falhou: {0}",""
"Manage all your invoices in one place","Gerencie todas as suas faturas em um só lugar",""
"All ({0})","Todos ({0})",""
"Promotions","Promoções",""
"Search serial numbers...","Buscar números de série...",""
"Loading serial numbers...","Carregando números de série...",""
"No serial numbers available","Nenhum número de série disponível",""
"No serial numbers match your search","Nenhum número de série corresponde à sua busca",""
"Serial Numbers","Números de Série",""
"Cannot remove last serial","Não é possível remover o último serial",""
"Remove serial","Remover serial",""
"Serial No:","N° de Série:",""
"Click to edit serials","Clique para editar seriais",""
"Edit serials","Editar seriais",""
"serials","seriais",""
"Stock Lookup","Consulta de Estoque",""
"Search for item availability across all warehouses","Buscar disponibilidade de item em todos os depósitos",""
"Search for items across warehouses","Buscar itens em todos os depósitos",""
"Type to search items...","Digite para buscar itens...",""
"Search by item name, code, or scan barcode","Buscar por nome, código do item ou escanear código de barras",""
"No items found for ""{0}""","Nenhum item encontrado para ""{0}""",""
"Try a different search term","Tente um termo de busca diferente",""
"Search Again","Buscar Novamente",""
"Search for an item","Buscar por um item",""
"Start typing to see suggestions","Comece a digitar para ver sugestões",""
"Navigate","Navegar",""
"Enter","Enter",""
"Esc","Esc",""
"Total Available","Total Disponível",""
"in 1 warehouse","em 1 depósito",""
"in {0} warehouses","em {0} depósitos",""
"{0} reserved","{0} reservado(s)",""
"Actual Stock","Estoque Atual",""
"This item is out of stock in all warehouses","Este item está esgotado em todos os depósitos",""
"Failed to load warehouse availability","Falha ao carregar disponibilidade do depósito",""
"Close dialog","Fechar diálogo",""
"Clear search","Limpar busca",""
"Click to view availability in other warehouses","Clique para visualizar disponibilidade em outros depósitos",""
"Credit Sale Return","Devolução de Venda a Crédito",""
"This invoice was paid on account (credit sale). The return will reverse the accounts receivable balance. No cash refund will be processed.","Esta fatura foi paga a crédito (venda a prazo). A devolução reverterá o saldo de contas a receber. Nenhum reembolso em dinheiro será processado.",""
"Customer Credit:","Crédito do Cliente:",""
"This return was against a Pay on Account invoice. The accounts receivable balance has been reversed. No cash refund was processed.","Esta devolução foi contra uma fatura Paga a Prazo. O saldo de contas a receber foi revertido. Nenhum reembolso em dinheiro foi processado.",""
"Pay on Account","Pagar na Conta (a Prazo)",""
"This invoice was sold on credit. The customer owes the full amount.","Esta fatura foi vendida a crédito. O cliente deve o valor total.",""
"Partially Paid Invoice","Fatura Parcialmente Paga",""
"This invoice was partially paid. The refund will be split proportionally.","Esta fatura foi paga parcialmente. O reembolso será dividido proporcionalmente.",""
"Cash Refund:","Reembolso em Dinheiro:",""
"Credit Adjustment:","Ajuste de Crédito:",""
"Refundable Amount:","Valor a Ser Reembolsado:",""
"⚠️ Payment total must equal refundable amount","⚠️ O total do pagamento deve ser igual ao valor a ser reembolsado",""
"Return Value:","Valor de Devolução:",""
"Select Item Variant","Selecionar Variante do Item",""
"Select Unit of Measure","Selecionar Unidade de Medida",""
"Choose a variant of this item:","Escolha uma variante deste item:",""
"Select the unit of measure for this item:","Selecione a unidade de medida para este item:",""
"Loading options...","Carregando opções...",""
"Stock: {0}","Estoque: {0}",""
"This combination is not available","Esta combinação não está disponível",""
"Unit of Measure","Unidade de Medida",""
"No Variants Available","Nenhuma Variante Disponível",""
"No Options Available","Nenhuma Opção Disponível",""
"This item template <strong>{0}<strong> has no variants created yet.","Este modelo de item <strong>{0}<strong> ainda não tem variantes criadas.",""
"No additional units of measurement configured for this item.","Nenhuma unidade de medida adicional configurada para este item.",""
"To create variants:","Para criar variantes:",""
"1. Go to <strong>Item Master<strong> → <strong>{0}<strong>","1. Vá para <strong>Cadastro de Itens<strong> → <strong>{0}<strong>",""
"2. Click <strong>""Make Variants""<strong> button","2. Clique no botão <strong>""Criar Variantes""<strong>",""
"3. Select attribute combinations","3. Selecione as combinações de atributos",""
"4. Click <strong>""Create""<strong>","4. Clique em <strong>""Criar""<strong>",""
"per {0}","por {0}",""
"Stock unit","Unidade de estoque",""
"1 {0} = {1} {2}","1 {0} = {1} {2}",""
"Requested quantity ({0}) exceeds available stock ({1})","Quantidade solicitada ({0}) excede o estoque disponível ({1})",""
"Offers are applied automatically when your cart meets the requirements","As ofertas são aplicadas automaticamente quando seu carrinho atende aos requisitos",""
"Applied","Aplicado",""
"APPLIED","APLICADO",""
"Waiting for requirements","Aguardando requisitos",""
"Offer applied: {0}","Oferta aplicada: {0}",""
"Offer removed: {0}. Cart no longer meets requirements.","Oferta removida: {0}. O carrinho não atende mais aos requisitos.",""
"PRICING RULE","REGRA DE PREÇO",""
"PROMO SCHEME","ESQUEMA PROMOCIONAL",""
"Applying...","Aplicando...",""
"Recent & Frequent","Recentes e Frequentes",""
"Frequent Customers","Clientes Frequentes",""
"Gross Sales","Vendas Brutas",""
"Net Sales","Vendas Líquidas",""
"Returns","Devoluções",""
"After returns","Após devoluções",""
"Net tax","Imposto líquido",""
"Net Total:","Total Líquido:",""
"{0} returns","{0} devoluções",""
"Type","Tipo",""
"Search items by name or code...","Pesquisar itens por nome ou código...",""
"{0} {1} {2}h {3}m","{0} {1} {2}h {3}m",""
"Day","Dia",""
"Days","Dias",""
"1 item","1 item",""
"Add another...","Adicionar outro...",""
"Add to Customer Credit Balance","Adicionar ao Saldo de Crédito do Cliente",""
"Added to Customer Credit","Adicionado ao Crédito do Cliente",""
"All draft invoices deleted","Todos os rascunhos de faturas excluídos",""
"All sales persons selected","Todos os vendedores selecionados",""
"Amount to Credit:","Valor a Creditar:",""
"Amount:","Valor:",""
"At least {0} eligible items required","Mínimo de {0} itens elegíveis necessários",""
"Barcode scanning works for cached items","Leitura de código de barras funciona para itens em cache",""
"Cannot add more non-cash payments. Use cash for overpayment.","Não é possível adicionar mais pagamentos não monetários. Use dinheiro para pagamento excedente.",""
"Cannot clear cache while offline","Não é possível limpar o cache enquanto offline",""
"Cannot process return for this invoice","Não é possível processar devolução para esta fatura",""
"Cart does not contain items from eligible brands","O carrinho não contém itens de marcas elegíveis",""
"Cart is empty","Carrinho vazio",""
"Cash Refund","Reembolso em Dinheiro",""
"Change Due","Troco",""
"Change sales person","Alterar vendedor",""
"Clear All Drafts?","Limpar Todos os Rascunhos?",""
"Clear all cached data","Limpar todos os dados em cache",""
"Clear all payments","Limpar todos os pagamentos",""
"Complete Sales Order","Concluir Pedido de Venda",""
"Connect to the internet to load invoices","Conecte-se à internet para carregar faturas",""
"Credit Balance","Saldo de Crédito",""
"Custom","Personalizado",""
"Customer {0} updated successfully","Cliente {0} atualizado com sucesso",""
"Days Since Purchase","Dias Desde a Compra",""
"Delete Draft?","Excluir Rascunho?",""
"Delete Offline Invoice","Excluir Fatura Offline",""
"Delivery Date","Data de Entrega",""
"Disable","Desativar",""
"Discount Percentage (%)","Percentual de Desconto (%)",""
"Draft deleted successfully","Rascunho excluído com sucesso",""
"Edit Customer","Editar Cliente",""
"Edit customer details","Editar detalhes do cliente",""
"Enable selling items even when stock reaches zero or below. Integrates with Back Office stock settings.","Permitir venda de itens mesmo quando o estoque chega a zero ou abaixo. Integra com as configurações de estoque do Back Office.",""
"Exact amount only","Somente valor exato",""
"Failed to check invoice","Falha ao verificar fatura",""
"Failed to clear drafts","Falha ao limpar rascunhos",""
"Failed to delete draft","Falha ao excluir rascunho",""
"Failed to load draft invoices","Falha ao carregar rascunhos de faturas",""
"Failed to load variants","Falha ao carregar variantes",""
"Failed to print draft","Falha ao imprimir rascunho",""
"Failed to update customer","Falha ao atualizar cliente",""
"Failed to update item.","Falha ao atualizar item.",""
"Fully Paid","Totalmente Pago",""
"Hello","Olá",""
"Hello {0}","Olá {0}",""
"Info","Info",""
"Instead of cash refund, add the return amount to customer credit balance for future purchases.","Em vez de reembolso em dinheiro, adicione o valor da devolução ao saldo de crédito do cliente para compras futuras.",""
"Invoice Date","Data da Fatura",""
"Invoice Summary","Resumo da Fatura",""
"Invoice fully paid. No additional payment needed.","Fatura totalmente paga. Nenhum pagamento adicional necessário.",""
"Invoice not found","Fatura não encontrada",""
"Loading stock information...","Carregando informações de estoque...",""
"Loading variants...","Carregando variantes...",""
"Loading {0}...","Carregando {0}...",""
"Locked","Bloqueado",""
"Looking for invoice in database","Procurando fatura no banco de dados",""
"Max","Máx",""
"Maximum {0} eligible items allowed for this offer","Máximo de {0} itens elegíveis permitidos para esta oferta",""
"Merged into {0} (Total: {1})","Mesclado em {0} (Total: {1})",""
"Mixed payment cannot exceed invoice total. Limit: {0}","Pagamento misto não pode exceder o total da fatura. Limite: {0}",""
"No connection","Sem conexão",""
"No items","Sem itens",""
"No payment methods available","Nenhum método de pagamento disponível",""
"No redeemable points available","Nenhum ponto resgatável disponível",""
"No sales persons available","Nenhum vendedor disponível",""
"No variants found","Nenhuma variante encontrada",""
"Non-cash payment must equal {0} exactly","Pagamento não monetário deve ser exatamente {0}",""
"Offers applied: {0}","Ofertas aplicadas: {0}",""
"Offline Mode","Modo Offline",""
"Offline: {0} applied","Offline: {0} aplicado",""
"On Account","A Prazo",""
"Open a shift before creating a return invoice.","Abra um turno antes de criar uma fatura de devolução.",""
"Outstanding Balance","Saldo Pendente",""
"Overpayment","Pagamento Excedente",""
"Pay","Pagar",""
"Payment amount is correct","Valor do pagamento está correto",""
"Payments cannot be added while offline","Pagamentos não podem ser adicionados enquanto offline",""
"Payments cannot be added while offline. Connect to the internet to add payments.","Pagamentos não podem ser adicionados enquanto offline. Conecte-se à internet para adicionar pagamentos.",""
"Permanently delete all {0} draft invoices?","Excluir permanentemente todos os {0} rascunhos de faturas?",""
"Permanently delete this draft invoice?","Excluir permanentemente este rascunho de fatura?",""
"Please contact your manager if you need to process this return.","Entre em contato com seu gerente se precisar processar esta devolução.",""
"Please select at least one variant","Selecione pelo menos uma variante",""
"Points applied: {0}. Please pay remaining {1} with {2}","Pontos aplicados: {0}. Pague o restante {1} com {2}",""
"Print draft","Imprimir rascunho",""
"Quantity locked (barcode item)","Quantidade bloqueada (item de código de barras)",""
"Read-only: Edit in Back Office","Somente leitura: Edite no Back Office",""
"Refresh unavailable offline","Atualização indisponível offline",""
"Return Allowed Within","Devolução Permitida Dentro de",""
"Return Period Expired","Período de Devolução Expirado",""
"Return invoices cannot be processed while offline. Please connect to the internet to search for invoices and create returns.","Faturas de devolução não podem ser processadas offline. Conecte-se à internet para pesquisar faturas e criar devoluções.",""
"Sales Invoice","Fatura de Venda",""
"Sales Order","Pedido de Venda",""
"Sales person is required","Vendedor é obrigatório",""
"Search by invoice, customer, or mobile...","Pesquisar por fatura, cliente ou celular...",""
"Search customer by name or mobile...","Pesquisar cliente por nome ou celular...",""
"Search customers...","Pesquisar clientes...",""
"Search unavailable offline","Pesquisa indisponível offline",""
"Searching database...","Pesquisando banco de dados...",""
"Select","Selecionar",""
"Select Variants","Selecionar Variantes",""
"Select a payment method","Selecione um método de pagamento",""
"Select a payment method to start","Selecione um método de pagamento para iniciar",""
"Select sales person...","Selecionar vendedor...",""
"Summary","Resumo",""
"Syncing for offline...","Sincronizando para uso offline...",""
"Syncing: {0} items","Sincronizando: {0} itens",""
"Tabs","Abas",""
"The customer received a cash refund for this return.","O cliente recebeu um reembolso em dinheiro por esta devolução.",""
"The return amount was added to the customer credit balance. No cash refund was given.","O valor da devolução foi adicionado ao saldo de crédito do cliente. Nenhum reembolso em dinheiro foi concedido.",""
"The return amount will be added to the customer credit balance. No cash refund will be given.","O valor da devolução será adicionado ao saldo de crédito do cliente. Nenhum reembolso em dinheiro será concedido.",""
"This invoice cannot be returned because the return period has expired.","Esta fatura não pode ser devolvida porque o período de devolução expirou.",""
"Total must equal invoice amount","O total deve ser igual ao valor da fatura",""
"Total: {0}%","Total: {0}%",""
"Try a different search term or check the invoice number","Tente um termo de pesquisa diferente ou verifique o número da fatura",""
"UOM locked (barcode item)","UOM bloqueado (item de código de barras)",""
"Will apply when eligible","Será aplicado quando elegível",""
"Write Off","Baixa",""
"You are offline","Você está offline",""
"comm.","com.",""
"days","dias",""
"items cached","itens em cache",""
"variant","variante",""
"variants","variantes",""
"{0} updated","{0} atualizado",""
"{0}%","{0}%",""
